start	end	text
2650	6290	All standard deviations are called sampling.
7710	12290	Now, if I consider the feedback of all of them, I will make a product.
13510	17310	But beyond that, the product should be opinionated.
17990	19810	That's what I said. I don't know what to say.
19810	22110	That's what I said.
27810	28450	Literally...
28450	29150	I forgot the program.
30790	31890	I forgot it just now.
32850	34230	Just a month ago.
35130	36930	So I said, the best time I have seen startups,
38490	42230	don't do it because someone else wants it.
42350	44810	Don't do it because you want to do a startup.
45110	47610	Do it because you are frustrated enough
47610	52650	that no product exists to solve your problem.
54850	55830	I mean, yes, bro.
56450	58990	I was frustrated enough to do it for whom.
59970	63210	So, according to me, we want this.
65070	66750	What is the best bet, bro?
66750	68810	I have already told you. You can take the whole new tactic.
69630	70650	What are you doing?
71590	72830	Don't take the displacement.
72830	77970	You go through that process of formula.
83000	85580	Either we work on my opinion,
86080	87900	or you come with your opinions,
88260	91160	but we are not doing it for any customer.
93280	98140	Because this perfect sampling is impossible at this moment.
99500	100760	And we didn't even look for a sample.
101380	103260	We asked them, will you use it like this?
103720	104440	They said no.
104440	107740	That does not mean that this product will not exist in the future.
108380	110220	People cannot tell their problems.
111820	114340	I told you, what is your major problem?
115620	116440	You will be like...
132630	133550	I also said it in the last episode.
135310	139950	I don't understand this concept that people decide to do a startup
139950	142370	and then they think what to do.
142370	145990	It is simply that you are so interested in a project,
147250	148150	that it becomes a startup.
151910	153310	And recently...
153310	154070	You spoke about it.
154290	154850	It has been a month.
155150	159370	It all just reaffirms my...
173920	174930	It makes sense.
176030	177750	There is no difference between the two.
180090	181050	That's it.
185050	189170	These are the three best optimizations.
189550	192650	And this optimization is working for this pre-filled form.
194030	195230	So he will also understand.
195890	197430	He will say, this is the profile.
198250	200170	If this profile does like this, will it be like this?
200290	200850	He will put my profile.
200850	201490	I will put it.
210450	213190	I will never think that I should put the truth.
213290	214670	I will always think...
214670	215570	Who will look?
215810	217870	I will not put anything. Exactly.
220650	222450	I will think that I can do the best.
223010	223970	I don't want to put my current income.
224790	226630	I will say that my income will be this much in a year and a half.
226890	228630	I can do the best. I will not put it.
230850	231870	How can you show me like this?
231950	232870	I will say that I will put my current income.
238220	241600	Also, if you want to show that...
242440	244600	In the next section...
245420	246840	I want to do something.
248480	250220	Somewhere on this page...
250220	251180	Tool design.
252420	254000	Somewhere on this page, this form.
254680	255820	Three tool tips.
256480	258220	And at least two rows of tables.
259040	260340	If you see one...
260340	263940	At one glance, you will know how this page was made.
263960	265080	That's what I was saying.
268810	269990	You will know when you see it.
270210	271330	When the form is filled, you will get the tips.
271570	273150	And there is a table at the bottom to compare.
278640	281360	If you put it here, what can you do about it?
283880	286280	But the thing is...
289360	291020	If you put the first information...
291020	293380	You can't take all the pieces of the first information.
293380	294820	You can't take all the pieces of the first information.
294900	295940	Yes, correct.
299560	301680	Once I put it there...
302380	303860	Automatically, based on this...
303860	305080	If you put it here...
305080	306720	Then it will look like this.
306980	308060	Then it will look like this.
309720	310700	Then it will look like this.
312460	314080	Suppose I put the income there.
314420	315320	Then I change the property value.
315820	316620	Then I change the age.
317160	318980	Then the monthly income will go down.
319140	320640	If you change by this...
320640	321360	ROI will change.
321360	323100	But before that, tell me what is the ROI?
324400	325880	Yes, correct.
334300	337240	So basically, Google sites don't have the same information.
337680	338560	If you put one information somewhere...
338890	341160	It means if you put all the information...
341160	342280	We don't know where it will come from.
347020	347460	Okay.
347980	348640	We need two tips.
349620	350240	Do you know what is API?
352440	353840	This one is API.
354480	355800	First time API is available.
355800	357960	Otherwise, this is all front-end only.
358040	358760	What do you have to listen?
363620	364220	Okay.
364760	365360	Coming down.
365780	368440	And just eligibility is not a good word.
372740	373940	Fine-tune...
373940	374460	Super-English rule.
374700	375840	Super-English, yes.
378080	378920	C option.
385840	386840	What is C option?
386840	387560	Okay.
389020	390220	Then what is this?
390680	393300	You are assuming that your existing exists.
393440	394380	It is written down.
395100	396740	Then this button is misleading.
398040	398880	This button is misleading.
399060	400560	I thought this button is not openable.
400760	401980	But there is a drop-down there.
402660	404000	Is there a drop-down there?
405260	405900	No, no, no.
405900	406920	So should I do a demo or a drop-down?
407020	408540	No, no, no.
410580	412700	This is given in the C options line.
412900	414840	If you open it in the center...
417600	418600	No, there is no drop-down.
419080	420100	What kind of mistake is this?
421460	422000	What is the mistake?
422780	423820	No, there is a drop-down.
424360	425980	You can open a drop-down with this button.
427860	430340	But as far as C options are concerned...
430340	431880	Adjust eligibility...
431880	432780	and C options.
433920	435520	I don't know what options.
435820	437360	C options is not a good answer.
440200	441100	C banks.
443220	444760	Which means both of them are very different.
446760	448060	C options.
448740	449620	Submit.
449760	451720	But this is not...
451720	454180	Submit is like...
455280	457580	Submit is for form submits.
458180	458920	Yes, it is a form submit.
466260	468760	C options is definitely not the answer.
473260	474120	Form.
482280	483700	Just C options.
484220	484920	Just move it.
485860	489440	C options should be below this adjust eligibility.
491340	494120	Anyway, when you adjust eligibility...
494120	496100	there should be a button here.
497300	499920	If I adjust eligibility over here...
500560	502860	then I have to go to this button...
502860	503920	to see...
508100	509540	It should not come below this.
509540	511820	This button...
513180	515580	Additional parameters.
517540	519220	Adjust eligibility...
519220	520500	should become something else.
523320	523780	Like...
524240	525000	Additional columns.
526080	527440	Additional attributes.
527880	528660	Additional parameters.
528840	530520	But something in very simple English.
533360	535680	And this C options...
535680	537400	should be a button...
537400	539900	that is below this adjust eligibility.
540080	540820	And in center.
542440	543600	And in center.
544300	544880	In the same...
