start	end	text
3380	6560	No, because I don't want to get a surprise later.
7780	9320	Okay, I will come. I will sit in a place.
10340	12900	I will sit here only. I have to keep a pre-field for that.
13440	28450	And somewhere... actually this is a perfect table.
28630	29290	I have to keep a pre-field.
32050	35770	And somewhere, I need an indication
36350	38690	that how important is this column
40190	42550	to my loan application.
43390	45670	Okay, now how can you do that?
46270	47230	Maybe you can give it stars.
48790	51550	Okay, or you can give it a meter.
51990	54770	Red, orange, green, something like that.
54790	55370	It has become very red.
56470	58690	Okay, or you can give it a score.
59310	61730	10 on 10, 8 on 10, something like that.
62650	65690	But somewhere, tell me how important this column is.
65690	69370	Okay, now what will happen?
69670	71530	Suppose I see 6 columns.
72450	74790	1, 2, 3, 4, 5, 6.
75130	77370	Then I see 4 more columns here.
77590	80290	1, 2, 3, 4. And all are pre-fielded.
80410	82330	Okay, so you don't have to increase the friction.
84250	86010	At the start, I came here.
86330	87250	I have seen 10 columns.
88390	89590	10 on 10 is the consequence.
90090	91350	But everyone has their own like.
91610	92770	That this is less consequential.
92810	93930	This is less consequential.
93930	94270	Okay.
95050	96510	And these 10 are pre-fielded.
96510	98150	And I can see tooltips below.
98990	100310	And it is written in the tooltips.
101130	104270	That if you apply all your existing AMIs to this column,
105370	106150	you will get 10 lakh rupees.
108210	108830	Okay.
109590	113150	I will have no problem filling all these 10 things up.
115190	116350	And on the contrary, I am not doing anything.
116550	118990	I will go somewhere and get my fire ratio out.
118990	120710	And I will get it.
125090	126530	Yes, brother.
127810	129410	Why don't you tell me this?
129810	131190	I feel, at the start,
132350	134750	why I don't want to fill all these fields?
135710	138310	Because I don't know if it will be of any use.
138830	139630	Mine.
141430	143750	But if I see this,
143850	144770	I will get it.
145690	147490	Then I have no problem with 10 fields.
148070	148830	And on the contrary,
148830	150450	we should never write the mandatory fields.
152810	153890	Because later on,
154030	154970	we don't have this with us.
156390	157090	Later on,
157290	157710	it changes.
158630	160770	Because you have existing AMIs.
160910	161670	I have told you that.
166480	167740	And below this,
167740	168240	there is a button.
168900	170600	The name of the button is C-Options.
172740	174020	C-Options.
175320	175960	How did that get derived?
177340	179680	Your items, your options, C-Options.
179680	180500	Okay.
184740	186100	C-Options.
188180	188440	Check.
188820	189540	Compare banks.
191620	192860	Compare banks is an option.
193320	194920	The name of the button is compare banks.
196180	196840	What is explore banks?
197740	198720	Explore works.
201860	203560	Explore means just put everything in.
204220	204720	Do you understand?
205420	206020	That means compare.
209640	210740	Explore doesn't work.
210840	211800	Explore doesn't work.
222600	225020	And okay, bro.
225020	226100	If an applicant says yes,
226280	227300	then take their details.
230040	231820	Don't think too much.
232080	232220	Don't think too much.
232860	236180	What you should do is,
236180	237760	we should think that
237760	239860	the customer doesn't have a problem with the details.
240160	241260	They should feel that
241260	242800	the details are useful.
270980	272540	If you don't do this,
274000	275240	this is a small card.
277540	278340	Most important.
279440	281620	This is red, color or whatever.
282040	283060	Font is big.
284340	286360	And this is the second level card.
