start	end	text
66120	77720	So this sentence, how much loan banks can offer you. You stay home, not CDC.
77960	93380	This sentence can be better. This is your main eligibility criteria. I don't know.
93380	99340	The sentence can be better. The problem with this sentence is that the sets don't work.
104820	108040	I have come here to see why you should cut your monthly income.
110880	113600	Why do you want my monthly income?
115840	120740	Tell me, what does your monthly income work in loan processing?
125250	129110	And yes, you can stay home, not CDC.
132150	134370	What does monthly income work in loan processing?
135430	137310	That's what sets how much bank loan works.
138290	138990	But...
152160	154320	Ceiling won the loan against this house.
155460	157980	No one in India knows about ceilings.
159760	161320	Sets the ceilings.
162660	164580	All the properties are in this house.
166280	167540	Let's talk about it.
171870	172910	Because...
172910	175890	Our requirements have been captured in this.
177390	178870	So we have to change the loop.
181530	184410	This sentence starts with sets.
185250	186950	And the word ceiling doesn't work in India.
187470	194490	What I want to know is that property agreement value...
194490	197450	How does the loan get affected?
198650	201370	Which value should I set?
206170	207050	And...
207050	210950	I want to say that...
213410	216650	What I feel is that...
216650	218290	My property is 8 crores.
218950	220490	But it is actually 8 crores.
221630	224850	So I want to say that...
227490	227970	Actually...
228450	230850	Property agreement value...
232790	233750	Either...
233750	237650	If you have a recent purchase, you get the value of your registrar's agreement.
239350	240310	Or...
240310	243530	Independent loan assessment is done.
243870	246290	And it is usually less than market value.
246950	248530	So you put a little conservative value.
249590	253310	You think it costs 1 crore to get a better estimate.
254450	258310	But the title of the agreement value...
259030	261050	But the agreement is 8 crores.
264680	267740	The new agreement...
267740	269640	Can be the registry value.
270620	272300	The property's agreement value.
272720	274680	Who takes the loan from the old one?
276300	277520	The property's agreement value.
278940	282340	The amount on the agreement is white.
284960	287880	The independent valuation...
287880	289640	The banks do it for them.
290840	291380	Yes.
294260	295700	The agreement value makes sense.
297120	300260	Otherwise, who would take the registry?
306730	308670	Then I don't care.
309830	312650	I want the property agreement value.
312650	314450	He knows what we do.
319630	323230	You need to keep the property value here.
323590	324450	Only the property value?
324870	325270	Yes.
325270	327630	Then he has to go over the issue.
327910	329550	He knows the agreement value.
331170	334190	Property agreement value...
336050	338890	Makes me think about property.
339790	341530	Agreement value.
341530	343950	Property value according to the agreement.
344110	345450	This is also good.
347430	349830	But the property agreement value is complex.
351570	353470	Like we overload adjectives.
364840	367040	Because you have to tell that...
367040	369080	You have to show the value of the property.
370820	372680	Which one is the agreement?
376260	378300	The official property value.
378300	383180	Should I click on i?
383680	385420	Official means...
387820	389560	If you want to make an agreement...
390140	391700	If you want to make an agreement...
391700	393660	How much is the official property value?
396280	397980	How much is the official value?
398700	399320	How much is the agreement?
400420	403040	The bank also asks how much is the agreement?
404980	406860	How much is the registry value?
406860	408000	There are two words.
408120	410200	Agreement and registry.
413120	413780	There are two words.
415800	418480	If you just put the agreement value, which agreement?
419000	420900	Property value according to the agreement.
421500	422880	Then remove the value and put the amount.
424280	424880	That is the value.
427600	429680	Property agreement value is complex.
429860	432700	Property value according to the agreement is easy.
432700	436090	But according to the agreement, the input box...
437400	438910	As per agreement.
440460	442260	Five characters extra mark.
447820	450020	I think it should be quick.
450460	451200	Five letters.
453540	456220	No, no.
457660	459750	The agreement value is...
461190	462850	Very complex.
464190	467050	Property agreement value.
467150	469730	Property agreement value.
470190	472510	How do you know that?
472610	475270	Property value according to the agreement.
476570	477470	The value is property.
479790	482250	Property is agreement value?
484070	485190	No, that's it.
489770	492810	I think it should be like this.
492810	496110	Property is value as per agreement.
496930	497630	Okay, I'll take a small one.
498010	500890	Six characters as per agreement.
501530	502710	As per agreement.
504870	505910	Okay, I'll take a small one.
507170	507970	What small?
515680	517860	Property agreement value.
519680	521040	Property agreement value.
521040	523780	Property is value as per agreement.
533960	535540	Okay, I'll take a small one.
535940	536880	Okay, I'll take a small one.
538360	539480	Okay, I'll take a small one.
