start	end	text
3460	6580	So, for example, if this is the case, then we should do this, right?
6680	10420	Yes, yes, yes. And then, what should we do there? Up to down, right?
11560	14800	Meaning, what is most important? How much money will we get?
15380	17600	How much interest rate will we get? How much tenure will we get?
17940	21160	And what is left to right? The importance of the column.
23100	28020	So, what does it mean?
28960	31540	While filling this form, I become intelligent.
32800	34840	You are thinking that you are going to hit me.
34900	39020	Yes, yes. I don't have to explain anything to you.
39700	43040	I directly understand that this happens due to property value.
44460	47860	And this is the most important property, the tenure.
50480	54280	And you can use just colors and sequencing and order, right?
55940	56420	Yes, yes.
57780	61040	Okay, if you apply it, then it will change.
62340	65020	Maybe not most important at this moment.
66060	66840	But it should be done.
66840	67380	Okay.
70820	72640	Let's talk about adjustability.
73560	74680	That it should not disappear like this.
75440	77660	And there is no problem if it is pre-filled.
91260	92820	Let's arrange all these tooltips.
93800	95200	Let's not read all the tooltips.
100930	102310	I haven't read it myself.
103090	105810	No, read it.
107090	108690	Yes, read it.
112210	115210	Let's imagine that
116910	119030	The majority of the public is stupid.
126330	127710	Like...
127710	128290	The public doesn't believe in science.
130270	131590	There is a shortage of people who don't believe in science.
133270	134890	There is a shortage of people who take realistic decisions.
135230	136890	There is a shortage of people who take non realistic decisions.
136890	138610	There is a shortage of people who take non realistic decisions.
138610	141590	Who take the decisions of politicians, who make the decisions of politicians.
143770	145790	Basically, the maximum number of people who come to us,
146490	147490	the maximum number of people who come to us,
149230	151030	but those who come non realistic,
152110	153470	we have to impress them.
156850	159750	And we have given attention to such detailings.
160390	161850	And even if they have such detailings,
162350	163590	they are not impressed.
165690	168330	And we just have to climb their ladder.
169930	171990	And we just have to climb their ladder.
171990	173430	We start with most non-stupid.
174090	175610	We gradually come to stupid.
175990	177970	We make our solution foolproof.
178870	181190	Foolproof is not F-U-L-L.
182010	184190	F-U-L-L is foolproof.
186730	188190	What is waterproof?
190110	191150	What is airproof?
191150	191930	What is waterproof?
194630	197570	F-U-L-L is foolproof.
197570	198270	What is fool?
199090	201810	Fool is fool.
202690	207290	Foolproof is not F-U-L-L.
209610	211310	Foolproof is foolproof.
213810	215550	I have never heard of F-U-L-L.
216770	218750	I have never heard of F-U-L-L.
218750	221630	Foolproof is foolproof.
221630	223190	Foolproof is not foolproof.
223490	225830	Foolproof is foolproof.
233610	238210	And then we slowly become foolproof.
240290	243690	So now you don't have to do full appreciation.
244430	246710	But you have to appreciate it.
250950	252610	How did Tesla go to mass market?
252990	256930	How did Tesla go to mass market?
257130	257610	How did Tesla go to mass market?
266160	268820	So don't worry.
269220	271900	As long as we can get some traffic.
272920	275360	And some smart people have come to us.
275500	276880	Who really need it.
278960	283840	There is a cognitive load.
283980	285300	There is a cognitive load.
285300	288440	I don't know if you know.
288540	291420	The way you showed me.
291520	293020	I don't know.
302030	304770	The sentences I tell you.
305050	306290	The cognitive load increases.
308350	309930	The first sentences we had.
311290	312210	Structure.
314110	315810	No commission.
315810	317350	No bias.
317350	318650	This cognitive load increases.
322530	325370	Because it has to load a lot of context.
327390	329370	But you said this.
331010	333530	No bias.
337980	340200	Priority treatment.
341280	341960	Sponsorship.
341960	344960	I mean...
347120	348940	Suppose you can't imagine this.
349860	351680	No x, y, z.
352980	354120	Versus you said.
354840	358580	No x, no y, no z.
359760	361020	This cognitive load has increased.
361820	363560	Because in 9.
363880	365780	x, y, z.
366480	370040	But these two 9 extra.
371040	372200	What did they do?
372440	374020	Increase the cognitive load.
378000	379080	We don't know anything.
379420	381920	People have a normal thinking process.
383500	385020	Or there is a way to understand the language.
386040	387400	There is a way to think.
387700	390480	We have to make words that fit that.
392180	393920	That means we don't have to increase the load.
394260	396780	So we have to give the information that fits that.
396780	397600	So what is the problem?
400760	402360	I mean...
402360	406120	Compare all and apply in one shot.
406520	408280	And banks will compete for you.
408280	408820	The load has increased.
411600	414600	Compare and apply. Let banks compete.
414840	415600	The load has decreased.
420250	422670	That means banks will compete.
423150	424650	Once you compare and apply.
424650	425270	The load has increased.
427710	429010	Banks will compete.
431570	432550	The load has increased.
433290	435310	I have to put a lot of effort into it.
437130	437830	Does it mean anything to you?
439570	442650	It is like...
443530	445930	It is like...
445930	448030	The trend of modern training data.
450630	452310	If you use
452310	454090	the same practices.
456030	458010	The training of the model needs to be less.
462010	464350	Versus you have to customize it.
465090	466130	Then you have to train it.
466850	467170	This is it.
470870	472830	I mean...
472830	476510	Model is more likely to follow
476510	477830	what kind of instructions.
477830	479950	And I use the same instructions.
480630	482670	Instead of customizing it.
483390	485690	I mean...
485690	489920	The trend of the model is to open the PR first.
490570	491530	Then write the code.
491990	493970	Then open the PR.
494730	496650	I mean...
496650	500690	The load of the model is reduced.
503730	504930	This is what I mean.
504930	506570	We see how people are trained.
509090	511130	People usually train left to right.
511430	511790	Up to down.
513290	514370	We do the same.
