start	end	text
8320	11640	How many options do we have?
15860	18500	We have 60 lakhs of properties.
20580	21360	How many options do we have?
22040	23220	We are at the top of the channel.
29180	29240	Okay.
30120	30760	We have come down from here.
31120	33900	We have to change a button to compare banks.
35100	36200	Okay, next.
36600	38020	We have come down from here.
42260	42900	Let me tell you something.
42900	44900	Let me tell you something.
47160	48540	Right now, we have banks.
49680	50220	Lenders.
50420	52140	If we talk about lenders, we don't even have banks.
52320	53840	But we have lenders everywhere.
55180	56400	Banks are in everyone's mind.
57560	58460	So, when we go forward,
59320	59800	we have lenders.
60300	63080	Earlier, we used to say, get a fair view of home loans
63080	64920	and apply to your chosen banks.
65580	67400	But we have lenders everywhere.
67680	68820	We have lenders everywhere.
78600	81900	We have lenders everywhere.
82160	83260	We have lenders everywhere.
83560	83660	We have lenders everywhere.
83660	84420	NBFC.
86720	89180	NBFC is a housing company.
89300	89860	We don't have a bank.
90400	91280	We do have a bank.
93480	95820	Some people think
95820	97660	that banks don't have NBFC
97660	99080	but everybody knows about NBFC.
100100	100800	It's a bank.
101820	103420	They know that
103420	105600	there exists something known as NBFC.
105600	110580	He will have a doubt that only banks have NBFCs.
110900	114040	But who does not know that there is something known as NBFC?
114780	116480	He thinks everything is bank.
116600	122240	But the one who is knowledgeable, who wants to impress the first person,
122580	123580	he knows that.
124120	127240	Yes, he knows about lenders and banks.
127420	129060	He knows everything about banks.
129060	130660	Where should we use neutral?
133460	134460	All...
136520	138480	Neutral means lenders, right?
139640	139800	Yes.
139800	140860	Bank specific bank.
146070	147450	All loan options.
151230	152650	You can go to your uncle and tell him.
153170	154750	Yes, yes.
166960	168300	Why not?
168300	168540	I don't know.
171660	174960	There is a requirement of 2 lakhs.
175320	176820	You have an income of 1 lakh.
177380	178760	You can leave all this.
179720	180660	Uncle's wish.
187140	188520	Suppose we gave him credit cards.
189580	190140	He doesn't know.
190560	190940	He doesn't know.
192920	194220	He uses a lender.
196480	197360	It's okay.
198360	199680	It's just a term.
200040	200600	Yes, it's okay.
200840	203440	For now...
203440	204220	We don't know what to do.
204600	206000	We are going to put a plug-in.
206320	209520	You capture all the customer interaction in the form of video.
209780	212020	And then we understand how people are.
212640	215100	Then we have to do these small things.
215460	216820	And then we have to help him.
232290	233010	Now...
233010	234970	What you have done...
234970	236030	The header block.
236390	237210	It looks good.
239770	241210	It means...
241210	243010	You have written all this.
243410	244130	Lender...
244130	246570	I don't know if it's high or low.
247250	247790	Now...
247790	248630	The color is also different.
249430	250490	We don't know the header.
253410	254130	Now...
254130	255770	This is just a table.
257130	258110	There is a little gap.
258110	261430	There is a little gap between the buttons and the table.
262850	265550	There is a little gap between the headers.
265550	266630	A little more.
266630	266950	A little more.
268490	270850	Or you can put it like this.
270850	271310	This is a table.
272330	273630	Yes, you have to do that.
273790	275130	But it's too much.
275750	276950	Okay, this is a table.
282350	283050	Oh...
283050	284210	Then...
284210	286590	How should I show this?
286590	287910	This...
287910	288930	Chrome circle.
289330	291110	Yes, the tab switcher.
291710	293810	Actually, it should only be in these four columns.
294890	295110	No.
295670	297670	The name of the bank is the same.
298030	299050	The tab switcher.
301610	302410	So...
302410	303550	What does this overview do?
304550	305810	What is the shape of this overview?
307290	309230	Basically, it should be drawn like this.
310310	310610	Means...
310610	311490	Now this...
312670	314230	Means it should be drawn like this.
317210	318970	The way it looks from the top.
319450	320250	Yes, this is the same for Chrome.
320630	321350	But...
321350	324470	Why does this tab only apply to columns?
325270	326030	Then...
326410	326790	It should be like this.
328270	329890	I clicked here.
330710	331710	It should be seen only here.
332610	334210	But doesn't the design look weird?
335270	336430	Or is it written in the middle only?
341210	343430	No, I don't think it's a problem.
344550	345310	Because...
345310	346030	It will be here only.
346030	348830	I need to teach someone to apply.
348930	350910	Because a lot of things will come here today.
350910	351350	Okay.
352550	353830	There will be a feedback review.
354630	355250	Not now.
355710	356770	Keep it here.
357690	359630	It will be here only.
360750	362410	And in fact...
363870	364330	In fact...
364330	364910	It will be here only.
367390	368230	It will be here only.
368930	370930	It will be here only.
370930	372010	Done. It's perfect.
373230	374070	And...
374070	374930	Here...
374930	376670	Where the edit is...
376670	379010	The tabs will be there.
379770	381690	From the edit...
381690	382890	What does the edit do?
383230	384690	It will edit.
385170	386610	No edit.
388010	389630	Then let it scroll by itself.
391490	392330	Basically...
392330	393250	Yes, let it go.
393510	396070	If you go to Mintra or something...
397310	398750	The cards are not same to same.
399170	400150	The selections are...
400630	401810	In a strict manner.
401810	403810	You can change it here.
405050	405610	Keep it like that.
406150	408230	If you want to go up, you can edit it.
408470	408970	No, no. Do it.
410250	412310	Form goes up, answer goes down.
412670	413550	How did it go up?
413750	414650	I need a button.
416790	416970	Okay.
418750	420730	And the view should be like...
420730	421810	Exactly like this.
422590	423810	Yes, yes, yes.
427070	428710	Basically, these four columns...
429350	429990	Belong to this tab.
429990	432310	If I switch tabs, there are different columns.
432850	434790	If I switch tabs again, there are different columns.
435230	438530	If you make a very clear mental picture...
438530	438930	That...
438930	439990	These five tabs...
441350	442630	Are important for me.
442750	443050	For everything.
443930	446470	In every tab, these columns are important.
447310	448270	This means...
448270	450270	You get to learn all the home runs here.
450470	450810	Games.
452290	452790	Games.
455170	456010	Just...
456010	457130	Write, UX.
457130	458810	You don't get to read the guide.
460170	461210	I mean...
461210	463250	If you have a home run, you have to judge it from five parameters.
463250	464430	If you have a home run, you have to judge it from five parameters.
465510	466370	Defaults.
467090	469130	Rate, loan, tenure, EMI.
469350	470210	Processing charges.
470710	471430	Legal charges.
473130	474850	Legal formats.
476190	477290	These are the five aspects.
478150	478870	Then...
478870	481030	There are four types of charges in processing charges.
481970	483250	This comes from here.
483250	485330	The models are...
486070	487590	Interact, code, code.
488810	489690	And...
489690	490930	The UI fits.
491290	492130	It fits perfectly.
493090	495010	I remember this.
495930	497430	I remember...
497430	499750	When I was making a sandwich...
499750	500850	There was a sandwich.
501090	502150	I put it here.
