start	end	text
2630	9190	If your property value is 50 lakhs or 40 lakhs, then you have saved 5 lakhs.
9990	13270	So, I will find a way to make it happen.
13490	17470	I will take a small property. I will talk to the builder and make an agreement.
18170	18930	I will give the rest in black.
19690	23030	You told me that it takes more to sell than self-employed.
23130	23950	I am a farmer.
24370	28550	So, what I will do is I will put a company or I will join their company.
28650	30250	And I will take a payslip from them.
30250	34770	Basically, I have started doing this work by myself.
36070	38870	If there is a salary, then how much will be my EMI?
39370	40230	And how much will be my loan?
40510	42890	If there is a civil score, then how much will be my loan?
43050	44170	If there is an age, then how much will be my loan?
44350	47350	And I have gathered intelligence with these tools.
47890	52190	Instead, I want that if this company gives me that intelligence,
53170	55870	Actually, sir, you just wait for 3 months.
57010	58630	It will be like this.
59530	63590	You can increase your credit score by 20 points or 5 points in 3 months.
64050	69490	If you come to 700 out of 695, then everything becomes half and half healthy for you.
70050	74830	You told me that actually you have a Hindu and divided family in your house.
75190	77310	Combine your income in the name of your wife.
77710	79010	And take the home loan in the name of your wife.
79010	81830	You have 5 lakh rupees in your net net.
81990	84070	So, I want it like this.
84570	89230	The Indian mentality is that today, don't tell me about my loan.
89790	91750	You tell me how will I get my maximum amount of money?
92710	94390	You tell me what do you want?
94730	97690	What do you want in your monthly income when you don't get my money?
97990	99210	What do you want in your age?
99370	100890	So, I have gathered intelligence.
100990	103410	For this Indian mentality,
103410	107050	For this, I need to help this website in some form.
109710	113270	I was thinking that maybe our 7 unique points at the beginning,
113890	115070	there can be an 8th unique point.
115850	117210	We don't use market research.
117970	119530	We suggest you hacks.
119970	122130	Where you can save your maximum money.
122890	124830	Basically, there is a profit curve.
126030	128630	That you can do so much more with so much effort.
131110	132550	I want to know all the hacks.
134810	138070	And my overall tool usage will be like this.
138310	139550	If I am thinking about my home loan today,
140770	142890	I don't have any idea that I want to take home loan tomorrow.
143450	144950	That's why these are my exact details.
145330	147550	Tell me what offer you will get today.
147910	149930	Actually, I am thinking about taking home loan.
150490	151770	I am thinking about taking home loan.
152110	152850	No matter where,
153190	155690	How can I do my best in these parameters?
