start	end	text
2460	12380	In this section, there are three things that we are told. In the next section, we are told that we are transparent like never before.
12420	17760	Okay, we are transparent, but I don't think we should do an entire slide.
20200	21820	Because there is nothing else.
23700	28360	I mean, this is just a self-explanatory point.
31720	33380	We are told our own qualities.
36640	41720	Now, we are told how different we are or what are the benefits of us.
42420	44700	Now, we are told that we are like brothers.
48620	49820	Maybe we don't need this section.
50620	52000	Or we can add this section later.
52200	55800	Or we can try to do it in a different way.
56680	58520	And there is a sentence in it.
58640	60760	So you find what works for you with no surprises.
61460	62280	You don't have to add anything.
63860	65660	With no surprises, you don't have to add anything.
68840	70880	Zero commission, zero bias.
73100	74740	We have already said this.
76460	77840	Now we are talking about a story.
79760	82340	So these are the three new information.
83540	84500	We don't take commission.
85580	87100	We don't have bias for any bank.
87680	89240	And our banking is genuine.
89940	92060	These are the three new information.
94160	97060	You can look through everything on your own pace.
97340	98840	We have already given you some information.
100040	101560	You can look through.
102980	105150	So it's not even half information.
105860	106680	It's half genuine.
107900	111940	So you won't get spam calls.
112560	115120	But if you don't have spam calls, it's okay.
115300	118640	But if you don't have spam calls, it's okay.
118860	119120	But if you don't have spam calls, it's okay.
119120	120000	You can add it on your own pace.
121540	122200	We have already added it.
122800	124240	You can add it on your own pace.
126300	128360	You can look through.
128360	130600	Without giving your phone number.
131140	134540	If you look through, it will take a few seconds.
135480	136600	You don't have to do that.
144250	145710	But this is the new information.
146330	147430	You won't get spam calls.
149070	151430	And you don't have to sell anything.
151810	152890	You can get documents.
153630	155770	And you don't have to give any notification.
155770	156890	You won't get spam calls.
158590	160290	But this is the part.
161590	163450	How to change the market.
164990	167150	We have standardized everything.
168190	169730	And we bring everything to you.
169910	170990	And you have to do everything.
172010	172970	And this is the part.
174010	175630	Who is going to call you?
177390	180130	If you don't take it, who is going to call you?
180350	180530	Yes.
183350	184290	This is the part.
185330	187390	And you pick the banks.
187850	188350	Apply once.
188930	190490	This is the new information.
191750	192050	Look at the net.
192470	193610	These four points are good.
194050	196110	But if you give these four texts.
196850	198250	It can be a concern.
199470	201230	But the transparent is in the middle.
202150	204870	Even if we tell everyone that we are transparent.
205150	205790	Like never before.
206250	207150	We will look for it.
210570	212470	These are the three points.
212470	213990	We are really unique.
214870	216530	So now we have six unique points.
217830	219870	And we are not unique in the first half.
220590	223770	And we can accommodate the second half.
224430	227330	We have six unique points so far.
228550	229890	But we are not accommodating the top.
230670	232330	Basically, this is how it was made.
234890	236570	If we put everything in one place.
237730	239110	Then it becomes heavy onwards.
239930	241590	So it is not a separate section.
244170	248550	Now we will tell you six things in total.
248850	250190	So what we have to do is.
250190	252370	We have to make a story in those six.
252810	254790	And we have to refactor it.
254790	256090	Make a slide of these two.
256850	258870	Make a slide of these three.
259130	260150	And make a slide of the last point.
262110	263070	Something like this.
263730	265090	The analogy of four sections.
265090	266850	And the analogy of six points.
266970	268450	How many sections do we divide?
269050	271610	We have to refactor the story.
273790	277030	Basically, one screen does not take too many words.
278070	279410	Yes, yes.
281450	282350	Six points.
283010	285730	And how many minimum words are needed for each point?
286190	288050	And which points go together?
289790	292490	And how do these flow into each other?
292490	296130	Without making this home page long.
296970	298130	By reducing section.
298850	301890	The goal of entire activity is consolidation.
303690	306090	Whatever you are making, we have to increase it.
306470	307130	We have to reduce it.
314720	316060	This is also the same.
316680	320140	I was making it years later.
321640	323040	Let me build it.
323040	336060	Overall, I like the font, color guide, sections and spacing.
336280	337400	I like it a lot.
340700	342400	I have changed my website.
342560	345040	In the beginning...
346160	351960	In the beginning, when I was explaining, I used to feel like I am missing something.
351960	359820	When I was explaining, I used to feel like I am missing something.
362500	369980	You were at 5, I was telling you to come at 20, and you got me at 60.
377660	379800	60 was not in my mind.
380160	381760	It was in my mind.
386240	388280	The color is not white.
388620	389780	It is nice.
389840	393280	The color is not there.
393380	396000	The whole section is fading away.
396040	397480	From the start, it was not like that.
398020	400180	From the start, it was not like that.
401840	404160	From the start, it was not like that.
404340	411280	I think we should remove this section.
415520	417080	I think we should remove this section.
418280	420760	Actually, I would say we should remove the voice chat.
422280	423460	And fit it.
423840	425440	It is not opening up.
425980	426440	I see one line.
429320	430640	I have to read more.
432300	435260	I see only one point on one screen.
435800	437560	Then I can read it.
439180	440280	Maybe we should remove this section.
441980	443220	It would be unique.
444220	447580	I don't know if you can see this.
447580	449000	I don't know if you can see this.
449000	450880	It is not just words.
453080	455020	No, it is not in the phone.
455440	455680	It is not in the phone.
456760	458820	It is below the drop down.
465990	467730	It is just a duplicate.
468650	472490	We should put it here.
472490	472870	We should put it here.
473190	474290	And it will scroll.
479530	481580	It is cheap.
483830	485630	Many companies do it.
485950	487490	I have seen it.
490070	490910	Apple doesn't do it.
491450	491510	Yes.
493410	494490	Even if they have kept it.
494970	497030	It is not normal.
497030	497710	I don't know how to do it.
497870	499670	I don't know how to do it.
500350	504410	I can't do it.
508050	509970	And when we compare.
510590	512190	Actually I have seen it.
512710	514370	But it is written on the top.
514750	515250	It is not seen on the top.
516430	517990	What is the difference?
