start	end	text
2040	7740	Basically, you have to give a customer a survey, give them a gift card, and you have to send them money for free.
8260	10960	And if you think you are doing a good job, I will speak personally.
11380	18980	But if I think this guy is making some sense, I will tell him to come to my program and give me regular feedback.
20120	22520	We will hire that guy to give us feedback.
24920	30120	I did the same with Cursair. They are the first employees, the first users of Cursair.
31200	34580	They are the first ones to launch. They talk to their users in Discord.
36020	38220	They say, I want this feature, I want that feature.
39040	42000	And those good people say, come, you make it.
43560	45880	All their employees were their first users.
49000	50020	This is what we are going to do.
50540	51480	This is what we are going to do.
51740	53840	I am going to give them a very heavy feedback cycle.
57320	60340	We will ensure that we don't let every customer satisfy.
60340	62280	We are not going to do it funnily.
63680	64680	The happy path.
65580	70280	The one who is satisfied with everything, the one who is dissatisfied with the other failures, we don't care about them.
70740	72660	No, we don't care about each other.
73120	74460	So you don't worry, bro.
77680	78780	We are not going to leave them at this point.
79720	81500	We are not going to let them bring new customers.
87160	92680	In general, if I come across a website and I feel that the website has put in a lot of effort.
93680	95900	And the person says that we are working in a monster's basement.
97180	98700	I will have no problem with that.
99740	101760	I will appreciate the honesty.
103440	104740	In new age, bro.
112700	114260	This is a too long discussion.
115280	117040	No, trust is a must.
122600	124720	Okay, you want to appear polished.
125120	127360	Because maybe that is important for investment.
129340	131340	I don't trust anyone.
138380	144460	If you think that this website has been launched and there is traffic on the website.
144860	145700	Okay.
145700	147620	Then we have to see if two or three of them will come.
148920	150660	100 people have seen it.
150780	152800	On the home-loan channel.
155060	155160	Okay.
156600	158940	And if 100 people have seen it, we have to see if two or three of them will come.
160800	161200	That's it.
161600	163000	First three have come.
166300	166880	Success.
167460	169060	If three have come, then the next three will come.
169460	170940	And if three have come, then three more will come.
170940	173240	And if three have come, then six of them will come.
173420	174760	And if six have come, then nine of them will come.
175020	176100	And if nine of them come, then nine of them will come.
176940	177600	We have to go slowly.
178220	179020	We have to go slowly.
183440	185500	Okay, let's take a picture.
187920	189360	We will...
189360	190340	We will clap.
191900	194160	Every new thing is a new release for me.
195040	195620	I mean...
196360	196740	What is the timeline?
198120	199560	This is a new feature.
200300	202360	Every release is something new.
203020	203740	Okay.
203740	205200	And before that, we have to make a guide.
206280	207240	We have to put tools.
209260	210060	Like...
210060	211220	There are updates in the apps.
212680	213480	I have to get them ready.
214200	215800	I have to get everything ready-made.
216740	217520	We have to go ahead.
217700	218360	I have to get a lot of stuff.
219040	220580	And I have to do it like this.
221440	222640	Not like this.
223440	224760	I mean, you have to see it.
226040	227400	I don't know.
227800	228160	Okay.
242570	243130	Okay.
243130	243810	We have to go ahead.
244970	245330	Hmm.
246690	247250	Hmm.
254830	255870	So, Sibyl...
255870	257250	Okay, back to Sibyl.
257930	258810	Do we have to keep it like this?
259070	259990	Or do we have to keep it the way we did in the drop-down?
261050	262950	So that it doesn't go in the same range?
