start	end	text
0	1260	Bro, we need to make a different tool.
3060	3780	And we can do it.
3860	4680	We can do it.
5800	7200	The one we just described,
7960	8580	we can't just put it here.
9720	10800	We need to put it in a different place.
11620	12920	Then we can take it and see it.
12920	14600	And when it's finalized, we can put it here.
15400	18180	We can see it.
19140	20320	We can see it.
20320	20880	Or we can just put it here.
20880	21080	Or we can just put it here.
22620	24440	We don't need a new interface.
24780	25580	We don't need two interfaces.
26640	28480	We can just put it here.
28920	30900	And we can suggest it right-right.
31160	32240	Suppose it's right here.
32260	33160	1 Lakh.
33160	38060	You just did 1.25 Lakh, right?
40560	41640	Or it's okay.
41700	42500	They have searched it.
43040	43960	How does it work in Google Flights?
47660	49780	Prices for this flight is
49780	51240	low at this moment.
51240	52540	Yes.
53520	54660	Have you seen it in Google Flights?
55400	57840	The list of flights is written here.
58180	59700	These prices are high
59700	60820	for this time.
61140	63100	They are unlikely to go down.
64220	64540	Yes, it's written like this.
65000	66360	What do we think about it?
66820	68700	We think it's okay.
71220	72520	We think it's okay.
72520	73380	We don't get scammed.
74600	74800	Yes.
76860	77620	It's written here.
81240	82440	It's good.
85460	87320	Do you want to sit or do you want to work?
90160	90340	Yes.
90400	91360	It's definitely a
91360	93260	competitive advantage.
94100	94260	Yes.
95480	97240	There are three tips here.
97760	98720	Before the search,
99400	101240	we observed that
101240	103040	your income is
103040	103820	not more than 20,000.
105440	106040	20,000?
108160	108920	First,
109680	110500	the most important
110500	112620	top three tips.
113480	114220	Not yet,
114380	115860	but if you want more money,
116180	117160	these are the three main tips.
117560	120000	If you fix them, it makes a difference.
122640	123560	They are self-employed.
124320	127000	If you get a six-month salary
127000	129380	for half the price of
130920	133440	we can save half of your salary.
133640	133940	Yes.
134520	137400	The rates of the banks are different.
137540	138480	That's why we have two options.
140860	142220	You are a great self-employed person.
145700	145820	I don't know
145820	146820	about Google Flight.
149700	151480	When they say prices are
151480	153880	low, I feel like
153880	154400	I am being fooled.
156040	158040	When they say prices are
158040	159380	low, I feel
161120	162700	this is the right price.
162700	165160	And when they say prices are
165160	165700	high,
166840	168580	unlikely to get low,
168580	170000	forget it.
170320	172200	Yesterday, I got a message from
172200	174840	Cove Air Bufa company.
175220	176680	They sent me
176680	177060	a juicer.
177760	179360	They said, this is our sale.
180340	181820	This is the price of the juicer.
181960	183600	They said, in a year,
184020	186000	no matter how healthy you are,
186020	187480	we will double the difference.
188840	190500	I don't have that much confidence.
190500	192380	What Amazon does is
192380	193220	in every sale,
193440	194920	they hype up
194920	197140	prices before the sale.
198230	200120	Then they give a fake discount.
200760	202440	I never knew
202440	203340	that this price
203340	205220	is the lowest for a year.
206420	207740	So, I go to this sale
208210	209480	and get the next sale
209480	210440	in two months.
210900	213020	Then they say, the biggest sale of the year.
214130	216020	Then they give me a lower price.
217060	218500	Then I get a
218500	218940	bigger sale.
221440	222920	I never knew
222920	223780	that this was the case.
224360	226000	I get trapped in their scam.
227200	227520	I had already told you
227520	228720	about the juicer.
232780	233600	I would have stopped there
233600	234000	for the sale.
237500	238580	Because it is
238580	240080	not about the sale. It is about
240080	241040	making a fool out of the customer.
244220	245180	Even in a sale,
245180	249180	they fluctuate the prices
249180	250340	of the same product.
252100	253720	It is a profit
253720	255100	for them.
257220	258460	But they say,
258460	260520	if the sale of Prime Day is so low,
261860	263210	you will never get the same
263940	264580	sales for the whole year.
265360	266300	So, I will genuinely
266300	268680	stop for Prime Day and spend as much as I can.
271680	273800	The company told me
273800	275220	that if the sale is so low,
275700	276900	they will make a difference.
277020	279460	So, I will plan for the whole year
279460	281320	to spend the money on Prime Day.
283360	285440	But their sales go up
285440	285540	in the whole year.
289660	292280	I will take the biggest sale
293720	294960	So, I don't believe
294960	295800	in their sales.
309610	310670	This is the intelligence
310670	313310	that is being codified here.
314510	315370	This is where
315370	316570	the sections will be made.
316890	318730	First and foremost, the biggest saving.
319610	321270	Combine your and your wife's income
