start	end	text
20340	23930	So, first I want to know what is a processing fee.
24520	25100	What is it?
26040	27700	I don't know.
28000	29860	Yes. But I want to know one sentence.
30740	39680	This is a fixed fee or a variable fee taken by the bank for each successful loan disbursement.
39680	41220	There is no success.
42460	43500	It is non-refundable.
43580	44340	There is no success.
45480	47940	Okay. For each successful application.
48820	50060	Not only successful.
50460	51480	There is only one application.
51940	52820	There is only one successful application.
53980	54240	Okay.
55580	56920	There is a function letter.
57480	59300	If you want to work with it, you have to pay the full fee.
61600	61780	Yes.
62300	62640	Actually,
63780	66000	I want to know what is this processing fee.
66360	68020	Because first of all,
69380	70380	I also want to know.
71160	72340	Is there a way
73840	74920	to avoid this fee?
74920	75860	to avoid this fee?
76300	78360	So, you have to write, this is a mandatory fee.
80220	81160	So, you have to write, this is a mandatory fee.
81160	83800	Next, you have to write,
84860	87500	private banks minimum fee,
88560	88920	private banks minimum fee,
88920	90080	public banks minimum fee,
90080	90400	public banks variable fee.
90740	91620	There is a guide.
92140	93020	There is no guide.
95440	96260	There is no guide.
97020	97320	There is no guide.
97760	99100	There is no guide.
100160	102180	You have to write, yes.
102260	104060	Because first of all, I want to know,
105660	107320	how to avoid this.
110560	111960	I don't want to know.
120500	122940	Property check charge. I know how much.
128630	130330	I have checked the property.
130730	131590	Legal and technical.
131630	132510	My brother is my lawyer.
134330	135950	That's why I have written.
136690	139330	That's why I have written.
139530	141090	Legal and technical means,
141090	142930	legal and technical.
146290	147570	Title search report.
147610	148290	Title is clear.
151530	152730	This is mandatory.
153190	155030	The bank does it.
155030	157450	Even if you have done it,
158050	162350	the report will not be accepted by the bank.
163150	165190	The customer has to
165190	167030	be fully proofed.
172890	176830	You have to save money.
178600	180330	The first thing you have to do is
180330	182510	save money.
182510	184510	Don't worry,
187310	188230	we have the same page.
188310	189210	We have the same page.
197080	204220	This is one of the cheapest
204220	204800	fees.
207040	209760	Google flight service.
218370	219770	What is the name of this app?
220550	221570	Search and check.
231850	233410	I have to sit in a chair.
234170	235110	I haven't done anything.
235450	237210	You have to give a comfortable table.
237210	239470	You have to give a comfortable table.
243240	244220	If you are a broker,
244740	245440	I can do a broker.
249480	251420	I can do a broker.
251420	252860	I can do a broker.
253000	255820	I can do a broker.
259720	261200	Intelligence has become cheap.
261620	262480	It has become so cheap.
263220	264200	It has become so cheap.
264560	264660	It has become so cheap.
266980	268460	Processing fee.
271700	272720	Variable fee.
277960	278880	Maximum apply.
279260	279720	10,000 cash.
280900	282560	You have to pay 10,000 cash.
292100	293980	You have to pay
293980	294160	at least
297260	298600	10,000 cash.
298600	300800	You have to pay 10,000 cash.
300800	302780	If I feel like
302780	304100	how to save this money,
304640	310460	I already know how to do it.
312380	312780	I have to pay
312780	314720	2,000 cash.
318040	320140	I have written 2,000 cash.
320200	321280	Now I have to enter the reality
321280	322820	and accept the actual money.
324860	326140	I have to pay 10,000 cash.
328740	330140	And you have to write
330140	332020	that these banks are
332020	333060	one of the highest
333060	334680	who charge processing fees.
335920	336300	Highest?
337760	339120	What do you do after so many years?
340780	342220	What do I do?
342680	343680	I have to give
343680	344600	a risk model.
347860	349240	I have to pay high risk
349240	351620	and high interest.
352800	354360	I have to pay maximum
354360	355960	because there are more chances of default.
360140	362480	What do you do after so many years?
362580	364280	I have to pay
364280	365480	maximum interest.
366140	366700	I have to buy
366700	368440	furniture from No EMI.
374400	376660	I have to pay
377080	379680	I have to pay
379680	380120	maximum interest.
380680	383600	I have to pay
383600	385600	What is this?
389040	389760	What is this?
389760	391440	This bank will also give you an idea.
391900	392860	What is this? 3 million?
395040	396380	You can put it on the website.
405050	406270	Again, this is
406270	407570	one of the highest.
409310	410250	This bank is known
410250	412230	for the highest amount of processing fees
412230	413850	in the whole market.
420580	421940	Property check charges
423400	424080	and technical
424920	426060	guidance search
433410	434770	This bar
435630	436870	1, 2, 3,
436890	437790	put one at a time.
439490	440190	And this bar is small.
442350	444170	This is the width of the bar.
445510	448910	If it is the width, 1, 2, 3, 4,
448970	449470	it will split.
450550	451470	Why put one at a time?
451470	453170	Then you can solve the problem.
455370	456350	You have to keep the standard
457410	458810	on the side of the panel.
459090	459490	No.
463690	466610	If 1, 2, 3, 4
466610	470250	came down, how easy would it be
471130	472030	2 is here,
472110	475970	and you have to put a line
477750	478870	like this.
480130	480950	Then you don't have to do
480950	481910	this independently.
483310	486170	And the same thing happens here too.
486410	487530	I used to think that
487530	489590	1, 2, 3, 4, who can do this?
492190	493630	Then you open a small bar
493630	495250	and give all the sequentialities.
496170	496690	And it will sit.
497610	499270	How many blocks is this?
499430	500430	It is an external thing.
501030	501870	It is a repeatable thing.
501870	502450	Yes.
503830	506030	1, 2, 3, 4, 5,
506110	507270	it will come down one by one.
507570	509250	And if the width is less, it is okay.
510430	512210	If the mat is normal from the top,
512210	513450	if it comes like this,
513850	514350	then it will come down.
515530	516290	It will flow.
517630	518830	It will flow.
